dataset;label;message_id;variant_filename;vocab_type;codepoint;salt_location;n_insert_subject;n_insert_body;spam_flag;score;threshold;rule_count;rules;protocol_line;spamd_headers
baseline;spam;00209.5276f967533f2ce0209c1eff631a86ff;;;;none;;;False;2.4;5.0;9;HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 1738 | Spam: False ; 2.4 / 5.0"
baseline;spam;00211.4a52fb081c7087c4a82402342751e755;;;;none;;;True;16.9;5.0;11;DATE_IN_PAST_96_XX|ENGLISH_UCE_SUBJECT|HEADER_FROM_DIFFERENT_DOMAINS|HK_RANDOM_ENVFROM|INVALID_DATE|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|RATWARE_MS_HASH|RDNS_NONE|TO_NO_BRKTS_MSFT;SPAMD/1.1 0 EX_OK;"Content-length: 865 | Spam: True ; 16.9 / 5.0"
baseline;spam;00214.1367039e50dc6b7adb0f2aa8aba83216;;;;none;;;False;1.4;5.0;8;HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1687 | Spam: False ; 1.4 / 5.0"
baseline;spam;00217.43b4ef3d9c56cf42be9c37b546a19e78;;;;none;;;True;19.0;5.0;19;DATE_IN_PAST_06_12|END_FUTURE_EMAILS|EXCUSE_4|FILL_THIS_FORM|FORGED_MUA_OUTLOOK|FORGED_OUTLOOK_HTML|FORGED_OUTLOOK_TAGS|FREEMAIL_FORGED_REPLYTO|FREEMAIL_REPLYTO|FREEMAIL_REPLYTO_END_DIGIT|HTML_MESSAGE|LOTS_OF_MONEY|MIME_HTML_ONLY|MONEY_FORM|MONEY_FREEMAIL_REPTO|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|RDNS_NONE|TO_NO_BRKTS_MSFT;SPAMD/1.1 0 EX_OK;"Content-length: 1015 | Spam: True ; 19.0 / 5.0"
baseline;spam;00224.0654fe0af51e1dcefa0eb66eb932f55f;;;;none;;;True;8.7;5.0;11;ADVANCE_FEE_5_NEW_MONEY|CTE_8BIT_MISMATCH|DEAR_SOMETHING|HEADER_FROM_DIFFERENT_DOMAINS|HK_SCAM|LOTS_OF_MONEY|MAY_BE_FORGED|MONEY_FRAUD_8|PP_MIME_FAKE_ASCII_TEXT|SUBJ_ALL_CAPS|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 852 | Spam: True ; 8.7 / 5.0"
baseline;spam;00228.cf58326ab05a757c7e759acc8d6b360d;;;;none;;;True;10.2;5.0;11;ADVANCE_FEE_5_NEW_MONEY|FORGED_MUA_OUTLOOK|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|MONEY_FREEMAIL_REPTO|MSOE_MID_WRONG_CASE|URG_BIZ	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 890 | Spam: True ; 10.2 / 5.0"
baseline;spam;00231.8c72952de376293bc38d30834c0bb580;;;;none;;;True;9.2;5.0;15;BANG_GUAR|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_SHRT_CMNT_OBFU_MANY|MIME_HTML_ONLY|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUBJECT_DIET|SUSPICIOUS_RECIPS|WEIRD_PORT;SPAMD/1.1 0 EX_OK;"Content-length: 1030 | Spam: True ; 9.2 / 5.0"
baseline;spam;00233.3c32285387ebc0675adb029b9e20e581;;;;none;;;False;1.5;5.0;9;HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|MAY_BE_FORGED|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT|URI_HEX	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1808 | Spam: False ; 1.5 / 5.0"
baseline;spam;00236.a46588c69d43e80c618038b95eff2893;;;;none;;;True;6.0;5.0;10;FILL_THIS_FORM|FREEMAIL_FROM|FREEMAIL_REPLY|FSL_HELO_BARE_IP_1|HELO_MISC_IP|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUBJ_ALL_CAPS|T_FILL_THIS_FORM_FRAUD_PHISH;SPAMD/1.1 0 EX_OK;"Content-length: 838 | Spam: True ; 6.0 / 5.0"
baseline;spam;00246.4dc5830a5a3e1fda805613b61822bac8;;;;none;;;True;8.3;5.0;12;FREEMAIL_FROM|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HK_RANDOM_REPLYTO|HTML_MESSAGE|MARKETING_PARTNERS|MIME_HTML_ONLY|MISSING_MIMEOLE|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 871 | Spam: True ; 8.3 / 5.0"
baseline;spam;00248.2212008dd1bd6e4d2326d8c6ce81d01a;;;;none;;;True;15.7;5.0;17;DATE_IN_FUTURE_12_24|FIN_FREE|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_FONT_FACE_BAD|HTML_MESSAGE|HTML_OBFUSCATE_05_10|HTML_SINGLET_MANY|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|T_KAM_HTML_FONT_INVALID;SPAMD/1.1 0 EX_OK;"Content-length: 1024 | Spam: True ; 15.7 / 5.0"
baseline;spam;00248.b243bca51ee69d6e428ca2f45f0fe41b;;;;none;;;False;1.4;5.0;8;HTML_IMAGE_RATIO_06|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1697 | Spam: False ; 1.4 / 5.0"
baseline;spam;00249.5f45607c1bffe89f60ba1ec9f878039a;;;;none;;;True;8.4;5.0;6;DATE_IN_FUTURE_12_24|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME;SPAMD/1.1 0 EX_OK;"Content-length: 823 | Spam: True ; 8.4 / 5.0"
baseline;spam;00251.6b4b7e79e1706156839a00817d774e37;;;;none;;;True;15.4;5.0;15;DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|LOW_PRICE|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|NORDNS_LOW_CONTRAST|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS|SUBJ_ALL_CAPS;SPAMD/1.1 0 EX_OK;"Content-length: 1382 | Spam: True ; 15.4 / 5.0"
baseline;spam;00261.12b64e557e52daf5fc5a52e47df2f4e3;;;;none;;;False;3.3;5.0;6;BOGUS_MIME_VERSION|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|MIXED_HREF_CASE|MSGID_FROM_MTA_HEADER|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 1306 | Spam: False ; 3.3 / 5.0"
baseline;spam;00263.32b258c4cc08d235b2ca36fc16074f08;;;;none;;;True;10.1;5.0;7;FORGED_MUA_OUTLOOK|HEADER_FROM_DIFFERENT_DOMAINS|MISSING_HEADERS|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|RDNS_NONE|TO_NO_BRKTS_MSFT;SPAMD/1.1 0 EX_OK;"Content-length: 763 | Spam: True ; 10.1 / 5.0"
baseline;spam;00264.02b614f34aa0d5970959123b9386b285;;;;none;;;False;4.1;5.0;4;EXCUSE_REMOVE|HTML_IMAGE_ONLY_28|HTML_MESSAGE|KHOP_HELO_FCRDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1701 | Spam: False ; 4.1 / 5.0"
baseline;spam;00279.1d58a13e343c1e53aca2ed2121a3f815;;;;none;;;True;21.9;5.0;18;ADVANCE_FEE_5_NEW_MONEY|COMPENSATION|DATE_IN_FUTURE_24_48|DEAR_SOMETHING|DOS_OE_TO_MX|FORGED_MUA_OUTLOOK|FORM_FRAUD_5|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_8|MSOE_MID_WRONG_CASE|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC|TO_NO_BRKTS_DYNIP|TO_NO_BRKTS_MSFT|T_FILL_THIS_FORM_SHORT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 985 | Spam: True ; 21.9 / 5.0"
baseline;spam;00280.026da2bd191f11081b8d8428134b0c66;;;;none;;;True;12.9;5.0;10;DATE_IN_PAST_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|RATWARE_MS_HASH|RCVD_FAKE_HELO_DOTCOM	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 864 | Spam: True ; 12.9 / 5.0"
baseline;spam;00284.227c1ebb961320cd2086d904d698c49b;;;;none;;;False;1.4;5.0;8;HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_08|HTML_MESSAGE|KHOP_HELO_FCRDNS|MAY_BE_FORGED|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1436 | Spam: False ; 1.4 / 5.0"
baseline;spam;00287.b0495a4dbdff36654c3b3ee2f92bdbf3;;;;none;;;True;12.6;5.0;16;FILL_THIS_FORM|FORGED_MUA_IMS|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|MIME_QP_LONG_LINE|MISSING_MIMEOLE|NO_FM_NAME_IP_HOSTN|PDS_RDNS_DYNAMIC_FP|RCVD_FAKE_HELO_DOTCOM|RDNS_DYNAMIC|SPOOFED_FREEMAIL|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 986 | Spam: True ; 12.6 / 5.0"
baseline;spam;00289.61a681a72c71512f115ad65033acc7c9;;;;none;;;False;0.0;5.0;1;LOTS_OF_MONEY	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1715 | Spam: False ; 0.0 / 5.0"
baseline;spam;00291.7aa227e74e89bdd529a3875459d0d5a2;;;;none;;;False;2.4;5.0;10;HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 1743 | Spam: False ; 2.4 / 5.0"
baseline;spam;00292.dbf78a2aaa230d288eb80ab843804252;;;;none;;;True;6.0;5.0;7;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 807 | Spam: True ; 6.0 / 5.0"
baseline;spam;00296.85aa16f800e0aaf8755cdf23d7e035ff;;;;none;;;False;2.4;5.0;11;HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT|T_REMOTE_IMAGE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1496 | Spam: False ; 2.4 / 5.0"
baseline;spam;00302.7f695c69d4cbe06e91cddd2ca7cddf33;;;;none;;;True;7.1;5.0;6;BODY_ENHANCEMENT|FREEMAIL_FROM|GUARANTEED_100_PERCENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 751 | Spam: True ; 7.1 / 5.0"
baseline;spam;00303.22239f1393297a691eb5df3dfe7a5001;;;;none;;;True;14.9;5.0;11;DATE_IN_PAST_03_06|FORGED_MUA_IMS|FORGED_TELESP_RCVD|FSL_HELO_BARE_IP_2|KHOP_HELO_FCRDNS|MSGID_OUTLOOK_INVALID|PDS_RDNS_DYNAMIC_FP|RATWARE_MS_HASH|RDNS_DYNAMIC|WEIRD_QUOTING|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 832 | Spam: True ; 14.9 / 5.0"
baseline;spam;00305.1f2a712e25638b0a4868155b37022cf1;;;;none;;;True;9.4;5.0;15;FREEMAIL_FROM|FROM_MISSP_FREEMAIL|FROM_MISSP_XPRIO|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1019 | Spam: True ; 9.4 / 5.0"
baseline;spam;00305.f80c21904d6d4f6facd036450a588b0d;;;;none;;;False;-0.8;5.0;3;HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MSGID_FROM_MTA_HEADER;SPAMD/1.1 0 EX_OK;"Content-length: 2166 | Spam: False ; -0.8 / 5.0"
baseline;spam;00308.fc90f8aab51648329b9e705c9021b204;;;;none;;;False;1.4;5.0;8;HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|MAY_BE_FORGED|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1418 | Spam: False ; 1.4 / 5.0"
baseline;spam;00311.176626eb0ec0de8f451a079083104975;;;;none;;;False;4.6;5.0;9;BAD_CREDIT|FIN_FREE|FROM_MISSPACED|FROM_MISSP_EH_MATCH|FROM_MISSP_XPRIO|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 1526 | Spam: False ; 4.6 / 5.0"
baseline;spam;00312.5034fee7d265abd7a4194e9300de24bf;;;;none;;;True;7.2;5.0;15;FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUBJECT_DIET|SUSPICIOUS_RECIPS|WEIRD_PORT;SPAMD/1.1 0 EX_OK;"Content-length: 1000 | Spam: True ; 7.2 / 5.0"
baseline;spam;00319.a99dff9c010e00ec182ed5701556d330;;;;none;;;False;0.1;5.0;3;CTE_8BIT_MISMATCH|FIN_FREE|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 2796 | Spam: False ; 0.1 / 5.0"
baseline;spam;00333.050a95c5ed10d1e01e5da42d27d087bd;;;;none;;;True;18.9;5.0;17;DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_08|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MORE_SEX|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 2077 | Spam: True ; 18.9 / 5.0"
baseline;spam;00337.813498483bc80a24c002e6e7e8e0f2cb;;;;none;;;False;0.1;5.0;3;DATE_IN_PAST_03_06|LOTS_OF_MONEY|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 2696 | Spam: False ; 0.1 / 5.0"
baseline;spam;00344.17882edad13c2c761e6d8d99eef5a346;;;;none;;;True;5.3;5.0;10;FORGED_HOTMAIL_RCVD2|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_IMAGE_RATIO_06|HTML_MESSAGE|KHOP_HELO_FCRDNS|RATWARE_EFROM|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 944 | Spam: True ; 5.3 / 5.0"
baseline;spam;00344.e6463530b23a12554d2e6f0e08ae10a7;;;;none;;;False;2.6;5.0;6;FREEMAIL_FROM|KHOP_HELO_FCRDNS|MSGID_FROM_MTA_HEADER|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1488 | Spam: False ; 2.6 / 5.0"
baseline;spam;00345.613b3c2aeac033eebb379c91b8ce9fba;;;;none;;;False;2.1;5.0;7;FROM_OFFERS|HEADER_FROM_DIFFERENT_DOMAINS|HTML_IMAGE_ONLY_28|HTML_IMAGE_RATIO_02|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER;SPAMD/1.1 0 EX_OK;"Content-length: 1774 | Spam: False ; 2.1 / 5.0"
baseline;spam;00346.d93a823fb3350a5da8f0c612ce1156cd;;;;none;;;True;6.0;5.0;8;ADVANCE_FEE_5_NEW_MONEY|DATE_IN_FUTURE_06_12|DEAR_SOMETHING|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|MILLION_USD|T_MONEY_PERCENT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 778 | Spam: True ; 6.0 / 5.0"
baseline;spam;00354.dca4b8984863a76ffd01a33888498288;;;;none;;;True;10.8;5.0;15;EXCUSE_24|FAKE_REPLY_C|FORGED_MUA_OUTLOOK|FREEMAIL_FROM|FSL_HELO_BARE_IP_2|IP_LINK_PLUS|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RCVD_HELO_IP_MISMATCH|THIS_AD|TRACKER_ID;SPAMD/1.1 0 EX_OK;"Content-length: 900 | Spam: True ; 10.8 / 5.0"
baseline;spam;00356.ea7eb32330fa6bf65270023c0d99e2c5;;;;none;;;True;11.1;5.0;16;DATE_IN_FUTURE_06_12|END_FUTURE_EMAILS|FORGED_HOTMAIL_RCVD2|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HK_RANDOM_REPLYTO|INVALID_DATE_TZ_ABSURD|LOW_PRICE|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME;SPAMD/1.1 0 EX_OK;"Content-length: 1050 | Spam: True ; 11.1 / 5.0"
baseline;spam;00359.90bec90ebeaf05f024f48594e7d7b0d5;;;;none;;;True;16.1;5.0;15;ADVANCE_FEE_5_NEW_MONEY|CTE_8BIT_MISMATCH|DEAR_SOMETHING|FREEMAIL_FROM|LOTS_OF_MONEY|MILLION_HUNDRED|MILLION_USD|MONEY_FRAUD_8|PP_MIME_FAKE_ASCII_TEXT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|TEQF_USR_POLITE|T_MONEY_PERCENT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 893 | Spam: True ; 16.1 / 5.0"
baseline;spam;00360.3c1e6c84cb93d024c1f1aa85cd56ac9c;;;;none;;;False;0.4;5.0;1;KHOP_HELO_FCRDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1529 | Spam: False ; 0.4 / 5.0"
baseline;spam;00361.e91ac048b0ede961d3f51009eee1c620;;;;none;;;False;3.8;5.0;9;ADVANCE_FEE_5_NEW_MONEY|CTE_8BIT_MISMATCH|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|SUBJ_ALL_CAPS|T_MONEY_PERCENT;SPAMD/1.1 0 EX_OK;"Content-length: 2402 | Spam: False ; 3.8 / 5.0"
baseline;spam;00369.845eeb9573484bd88a6a6224c7068d81;;;;none;;;True;15.1;5.0;19;CONTENT_AFTER_HTML|DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|FSL_HELO_BARE_IP_2|HTML_FONT_FACE_BAD|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1260 | Spam: True ; 15.1 / 5.0"
baseline;spam;00373.ebe8670ac56b04125c25100a36ab0510;;;;none;;;False;2.0;5.0;6;KHOP_HELO_FCRDNS|LOW_PRICE|MAY_BE_FORGED|MSGID_FROM_MTA_HEADER|SUBJ_ALL_CAPS|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1637 | Spam: False ; 2.0 / 5.0"
baseline;spam;00374.b174d1e94449f519f3ceba87e7cefea7;;;;none;;;False;2.6;5.0;3;DATE_IN_PAST_03_06|PP_MIME_FAKE_ASCII_TEXT|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 1154 | Spam: False ; 2.6 / 5.0"
baseline;spam;00384.2054d62f06fd10e4018a43e156b32acf;;;;none;;;False;2.4;5.0;10;FILL_THIS_FORM|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_LONG;SPAMD/1.1 0 EX_OK;"Content-length: 1909 | Spam: False ; 2.4 / 5.0"
baseline;spam;00386.6074f269f0bd1aec1546f9e654e8fcfe;;;;none;;;True;7.6;5.0;6;KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|SUBJ_ALL_CAPS|WEIRD_PORT;SPAMD/1.1 0 EX_OK;"Content-length: 736 | Spam: True ; 7.6 / 5.0"
baseline;spam;00388.a884c42d4423d7e4718db0145b3b9d9b;;;;none;;;True;22.4;5.0;20;DATE_IN_PAST_12_24|DOS_OE_TO_MX|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO|FREEMAIL_REPLYTO_END_DIGIT|IP_LINK_PLUS|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|NORMAL_HTTP_TO_IP|NO_RDNS_DOTCOM_HELO|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SPOOFED_FREEM_REPTO|TO_NO_BRKTS_MSFT|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 1006 | Spam: True ; 22.4 / 5.0"
baseline;spam;00395.74aee42fac915ca758047506ec59a21f;;;;none;;;True;19.0;5.0;20;DATE_IN_FUTURE_06_12|END_FUTURE_EMAILS|ENGLISH_UCE_SUBJECT|FORGED_MUA_OUTLOOK|FORGED_OUTLOOK_HTML|FORGED_OUTLOOK_TAGS|FREEMAIL_FROM|HREF_EMPTY_NORDNS|HTML_FONT_FACE_BAD|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|MIME_HTML_ONLY|MIXED_HREF_CASE|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|NORDNS_LOW_CONTRAST|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|TO_NO_BRKTS_MSFT;SPAMD/1.1 0 EX_OK;"Content-length: 1036 | Spam: True ; 19.0 / 5.0"
baseline;spam;00409.1faf0d6f87e8b70f0bb05b9040d56fca;;;;none;;;False;4.9;5.0;9;DATE_IN_PAST_03_06|HTML_FONT_TINY_NORDNS|HTML_IMAGE_RATIO_06|HTML_MESSAGE|MIME_HTML_ONLY|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|SUBJ_ALL_CAPS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1291 | Spam: False ; 4.9 / 5.0"
baseline;spam;00409.e59f63e813b6766a9a4ddf0790634ca3;;;;none;;;True;18.1;5.0;14;BIGNUM_EMAILS_MANY|BILL_1618|CTE_8BIT_MISMATCH|DATE_IN_PAST_06_12|END_FUTURE_EMAILS|EXCUSE_REMOVE|FORM_FRAUD|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|STATIC_XPRIO_OLE|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 922 | Spam: True ; 18.1 / 5.0"
