message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00037.c7f0ce13d4cad8202f3d1a02b5cc5a1d,00037__salted__extended__cp00AD__single.c7f0ce13d4cad8202f3d1a02b5cc5a1d,extended,00AD,single,,,,"ATTN, assist, assistance","AT­TN, as­sist, as­sistance"
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__extended__cp200B__single.8d93819b95ff90bf2e2b141c2909bfc9,extended,200B,single,,,,"click, click, Click","cl​ick, cl​ick, Cl​ick"
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__extended__cp200C__single.8d93819b95ff90bf2e2b141c2909bfc9,extended,200C,single,,,,"click, click, Click","cl‌ick, cl‌ick, Cl‌ick"
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__extended__cp200D__single.8d93819b95ff90bf2e2b141c2909bfc9,extended,200D,single,,,,"click, click, Click","cl‍ick, cl‍ick, Cl‍ick"
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__extended__cp00AD__single.8d93819b95ff90bf2e2b141c2909bfc9,extended,00AD,single,,,,"click, click, Click","cl­ick, cl­ick, Cl­ick"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200B__single.949a3d300eadb91d8745f1c1dab51133,extended,200B,single,,,,"Sir, Madam, Promotion","Si​r, Ma​dam, Pr​omotion"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200C__single.949a3d300eadb91d8745f1c1dab51133,extended,200C,single,,,,"Sir, Madam, Promotion","Si‌r, Ma‌dam, Pr‌omotion"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200D__single.949a3d300eadb91d8745f1c1dab51133,extended,200D,single,,,,"Sir, Madam, Promotion","Si‍r, Ma‍dam, Pr‍omotion"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp00AD__single.949a3d300eadb91d8745f1c1dab51133,extended,00AD,single,,,,"Sir, Madam, Promotion","Si­r, Ma­dam, Pr­omotion"
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__extended__cp200B__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,extended,200B,single,,loans,lo​ans,,
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__extended__cp200C__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,extended,200C,single,,loans,lo‌ans,,
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__extended__cp200D__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,extended,200D,single,,loans,lo‍ans,,
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__extended__cp00AD__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,extended,00AD,single,,loans,lo­ans,,
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200B__single.f1b3402799046db3c1f143a911dc085d,extended,200B,single,,,,"Sir, Madam, Promotion","Si​r, Ma​dam, Pr​omotion"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200C__single.f1b3402799046db3c1f143a911dc085d,extended,200C,single,,,,"Sir, Madam, Promotion","Si‌r, Ma‌dam, Pr‌omotion"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200D__single.f1b3402799046db3c1f143a911dc085d,extended,200D,single,,,,"Sir, Madam, Promotion","Si‍r, Ma‍dam, Pr‍omotion"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp00AD__single.f1b3402799046db3c1f143a911dc085d,extended,00AD,single,,,,"Sir, Madam, Promotion","Si­r, Ma­dam, Pr­omotion"
00043.548c447db5d9ba3f5546de96baa9b0e6,00043__salted__extended__cp200B__single.548c447db5d9ba3f5546de96baa9b0e6,extended,200B,single,,,,click,cl​ick
00043.548c447db5d9ba3f5546de96baa9b0e6,00043__salted__extended__cp200C__single.548c447db5d9ba3f5546de96baa9b0e6,extended,200C,single,,,,click,cl‌ick
00043.548c447db5d9ba3f5546de96baa9b0e6,00043__salted__extended__cp200D__single.548c447db5d9ba3f5546de96baa9b0e6,extended,200D,single,,,,click,cl‍ick
00043.548c447db5d9ba3f5546de96baa9b0e6,00043__salted__extended__cp00AD__single.548c447db5d9ba3f5546de96baa9b0e6,extended,00AD,single,,,,click,cl­ick
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200B__single.7282c2c4e009744f2f3450d370009235,extended,200B,single,,,,"Guaranteed, zzzz","Gu​aranteed, zz​zz"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200C__single.7282c2c4e009744f2f3450d370009235,extended,200C,single,,,,"Guaranteed, zzzz","Gu‌aranteed, zz‌zz"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200D__single.7282c2c4e009744f2f3450d370009235,extended,200D,single,,,,"Guaranteed, zzzz","Gu‍aranteed, zz‍zz"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp00AD__single.7282c2c4e009744f2f3450d370009235,extended,00AD,single,,,,"Guaranteed, zzzz","Gu­aranteed, zz­zz"
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__extended__cp200B__single.e0fd04360622dbe9250380447f6465cc,extended,200B,single,,Attn,At​tn,,
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__extended__cp200C__single.e0fd04360622dbe9250380447f6465cc,extended,200C,single,,Attn,At‌tn,,
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__extended__cp200D__single.e0fd04360622dbe9250380447f6465cc,extended,200D,single,,Attn,At‍tn,,
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__extended__cp00AD__single.e0fd04360622dbe9250380447f6465cc,extended,00AD,single,,Attn,At­tn,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__extended__cp200B__single.0d7a240951e460b5884a8886ee64a8c3,extended,200B,single,,ADV,AD​V,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__extended__cp200C__single.0d7a240951e460b5884a8886ee64a8c3,extended,200C,single,,ADV,AD‌V,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__extended__cp200D__single.0d7a240951e460b5884a8886ee64a8c3,extended,200D,single,,ADV,AD‍V,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__extended__cp00AD__single.0d7a240951e460b5884a8886ee64a8c3,extended,00AD,single,,ADV,AD­V,,
00050.45de99e8c120fddafe7c89fb3de1c14f,00050__salted__extended__cp200B__single.45de99e8c120fddafe7c89fb3de1c14f,extended,200B,single,,Insurance,In​surance,,
00050.45de99e8c120fddafe7c89fb3de1c14f,00050__salted__extended__cp200C__single.45de99e8c120fddafe7c89fb3de1c14f,extended,200C,single,,Insurance,In‌surance,,
00050.45de99e8c120fddafe7c89fb3de1c14f,00050__salted__extended__cp200D__single.45de99e8c120fddafe7c89fb3de1c14f,extended,200D,single,,Insurance,In‍surance,,
00050.45de99e8c120fddafe7c89fb3de1c14f,00050__salted__extended__cp00AD__single.45de99e8c120fddafe7c89fb3de1c14f,extended,00AD,single,,Insurance,In­surance,,
00051.fd20658f0e586d1f27f9396401f4981c,00051__salted__extended__cp200B__single.fd20658f0e586d1f27f9396401f4981c,extended,200B,single,,,,click,cl​ick
00051.fd20658f0e586d1f27f9396401f4981c,00051__salted__extended__cp200C__single.fd20658f0e586d1f27f9396401f4981c,extended,200C,single,,,,click,cl‌ick
00051.fd20658f0e586d1f27f9396401f4981c,00051__salted__extended__cp200D__single.fd20658f0e586d1f27f9396401f4981c,extended,200D,single,,,,click,cl‍ick
00051.fd20658f0e586d1f27f9396401f4981c,00051__salted__extended__cp00AD__single.fd20658f0e586d1f27f9396401f4981c,extended,00AD,single,,,,click,cl­ick
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__extended__cp200B__single.edb775ef7470f35cd593d07e5a0466a8,extended,200B,single,,Mortgage,Mo​rtgage,,
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__extended__cp200C__single.edb775ef7470f35cd593d07e5a0466a8,extended,200C,single,,Mortgage,Mo‌rtgage,,
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__extended__cp200D__single.edb775ef7470f35cd593d07e5a0466a8,extended,200D,single,,Mortgage,Mo‍rtgage,,
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__extended__cp00AD__single.edb775ef7470f35cd593d07e5a0466a8,extended,00AD,single,,Mortgage,Mo­rtgage,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200B__single.62863160db27f89df8c73275b6dae134,extended,200B,single,,ADV,AD​V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200C__single.62863160db27f89df8c73275b6dae134,extended,200C,single,,ADV,AD‌V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200D__single.62863160db27f89df8c73275b6dae134,extended,200D,single,,ADV,AD‍V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp00AD__single.62863160db27f89df8c73275b6dae134,extended,00AD,single,,ADV,AD­V,,
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__extended__cp200B__single.c56d61cadd81b4ade0030c8dee384704,extended,200B,single,,,,"receive, click, Testimonials","re​ceive, cl​ick, Te​stimonials"
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__extended__cp200C__single.c56d61cadd81b4ade0030c8dee384704,extended,200C,single,,,,"receive, click, Testimonials","re‌ceive, cl‌ick, Te‌stimonials"
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__extended__cp200D__single.c56d61cadd81b4ade0030c8dee384704,extended,200D,single,,,,"receive, click, Testimonials","re‍ceive, cl‍ick, Te‍stimonials"
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__extended__cp00AD__single.c56d61cadd81b4ade0030c8dee384704,extended,00AD,single,,,,"receive, click, Testimonials","re­ceive, cl­ick, Te­stimonials"
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__extended__cp200B__single.0a2e17bde9485e999ac2259df38528e2,extended,200B,single,,ADV,AD​V,,
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__extended__cp200C__single.0a2e17bde9485e999ac2259df38528e2,extended,200C,single,,ADV,AD‌V,,
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__extended__cp200D__single.0a2e17bde9485e999ac2259df38528e2,extended,200D,single,,ADV,AD‍V,,
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__extended__cp00AD__single.0a2e17bde9485e999ac2259df38528e2,extended,00AD,single,,ADV,AD­V,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200B__single.64bb1902c4e561fb3e521a6dbf8625be,extended,200B,single,,Insurance,In​surance,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200C__single.64bb1902c4e561fb3e521a6dbf8625be,extended,200C,single,,Insurance,In‌surance,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200D__single.64bb1902c4e561fb3e521a6dbf8625be,extended,200D,single,,Insurance,In‍surance,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp00AD__single.64bb1902c4e561fb3e521a6dbf8625be,extended,00AD,single,,Insurance,In­surance,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__extended__cp200B__single.639a625d0a724d7411e1d5e2e7cb2bc3,extended,200B,single,,Guaranteed,Gu​aranteed,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__extended__cp200C__single.639a625d0a724d7411e1d5e2e7cb2bc3,extended,200C,single,,Guaranteed,Gu‌aranteed,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__extended__cp200D__single.639a625d0a724d7411e1d5e2e7cb2bc3,extended,200D,single,,Guaranteed,Gu‍aranteed,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__extended__cp00AD__single.639a625d0a724d7411e1d5e2e7cb2bc3,extended,00AD,single,,Guaranteed,Gu­aranteed,,
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__extended__cp200B__single.ec71d52a6f585ace52f4a2a2be2adfce,extended,200B,single,,,,"Premium, Earn","Pr​emium, Ea​rn"
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__extended__cp200C__single.ec71d52a6f585ace52f4a2a2be2adfce,extended,200C,single,,,,"Premium, Earn","Pr‌emium, Ea‌rn"
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__extended__cp200D__single.ec71d52a6f585ace52f4a2a2be2adfce,extended,200D,single,,,,"Premium, Earn","Pr‍emium, Ea‍rn"
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__extended__cp00AD__single.ec71d52a6f585ace52f4a2a2be2adfce,extended,00AD,single,,,,"Premium, Earn","Pr­emium, Ea­rn"
00063.2334fb4e465fc61e8406c75918ff72ed,00063__salted__extended__cp200B__single.2334fb4e465fc61e8406c75918ff72ed,extended,200B,single,,zzzz,zz​zz,"Consultation, Fees, Fees","Co​nsultation, Fe​es, Fe​es"
00063.2334fb4e465fc61e8406c75918ff72ed,00063__salted__extended__cp200C__single.2334fb4e465fc61e8406c75918ff72ed,extended,200C,single,,zzzz,zz‌zz,"Consultation, Fees, Fees","Co‌nsultation, Fe‌es, Fe‌es"
00063.2334fb4e465fc61e8406c75918ff72ed,00063__salted__extended__cp200D__single.2334fb4e465fc61e8406c75918ff72ed,extended,200D,single,,zzzz,zz‍zz,"Consultation, Fees, Fees","Co‍nsultation, Fe‍es, Fe‍es"
00063.2334fb4e465fc61e8406c75918ff72ed,00063__salted__extended__cp00AD__single.2334fb4e465fc61e8406c75918ff72ed,extended,00AD,single,,zzzz,zz­zz,"Consultation, Fees, Fees","Co­nsultation, Fe­es, Fe­es"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200B__single.65b95365450ebe5eef61e7f1c60edc5e,extended,200B,single,,,,"Premium, Earn","Pr​emium, Ea​rn"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200C__single.65b95365450ebe5eef61e7f1c60edc5e,extended,200C,single,,,,"Premium, Earn","Pr‌emium, Ea‌rn"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200D__single.65b95365450ebe5eef61e7f1c60edc5e,extended,200D,single,,,,"Premium, Earn","Pr‍emium, Ea‍rn"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp00AD__single.65b95365450ebe5eef61e7f1c60edc5e,extended,00AD,single,,,,"Premium, Earn","Pr­emium, Ea­rn"
00065.6203de135559b319326445aafd68dbca,00065__salted__extended__cp200B__single.6203de135559b319326445aafd68dbca,extended,200B,single,,,,"affordable, affordable, fees","af​fordable, af​fordable, fe​es"
00065.6203de135559b319326445aafd68dbca,00065__salted__extended__cp200C__single.6203de135559b319326445aafd68dbca,extended,200C,single,,,,"affordable, affordable, fees","af‌fordable, af‌fordable, fe‌es"
00065.6203de135559b319326445aafd68dbca,00065__salted__extended__cp200D__single.6203de135559b319326445aafd68dbca,extended,200D,single,,,,"affordable, affordable, fees","af‍fordable, af‍fordable, fe‍es"
00065.6203de135559b319326445aafd68dbca,00065__salted__extended__cp00AD__single.6203de135559b319326445aafd68dbca,extended,00AD,single,,,,"affordable, affordable, fees","af­fordable, af­fordable, fe­es"
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200B__single.ec108870b01dc3ccb8fabc5def869ca5,extended,200B,single,,SYSTEMWORKS,SY​STEMWORKS,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200C__single.ec108870b01dc3ccb8fabc5def869ca5,extended,200C,single,,SYSTEMWORKS,SY‌STEMWORKS,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200D__single.ec108870b01dc3ccb8fabc5def869ca5,extended,200D,single,,SYSTEMWORKS,SY‍STEMWORKS,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp00AD__single.ec108870b01dc3ccb8fabc5def869ca5,extended,00AD,single,,SYSTEMWORKS,SY­STEMWORKS,,
00068.2999b3d00828ac3fbd6a7cd27a6c6321,00068__salted__extended__cp200B__single.2999b3d00828ac3fbd6a7cd27a6c6321,extended,200B,single,,Earn,Ea​rn,,
00068.2999b3d00828ac3fbd6a7cd27a6c6321,00068__salted__extended__cp200C__single.2999b3d00828ac3fbd6a7cd27a6c6321,extended,200C,single,,Earn,Ea‌rn,,
00068.2999b3d00828ac3fbd6a7cd27a6c6321,00068__salted__extended__cp200D__single.2999b3d00828ac3fbd6a7cd27a6c6321,extended,200D,single,,Earn,Ea‍rn,,
00068.2999b3d00828ac3fbd6a7cd27a6c6321,00068__salted__extended__cp00AD__single.2999b3d00828ac3fbd6a7cd27a6c6321,extended,00AD,single,,Earn,Ea­rn,,
00068.d10af636a6082d5172ceb34a944486e6,00068__salted__extended__cp200B__single.d10af636a6082d5172ceb34a944486e6,extended,200B,single,,,,"refinance, mortgage, refinance","re​finance, mo​rtgage, re​finance"
00068.d10af636a6082d5172ceb34a944486e6,00068__salted__extended__cp200C__single.d10af636a6082d5172ceb34a944486e6,extended,200C,single,,,,"refinance, mortgage, refinance","re‌finance, mo‌rtgage, re‌finance"
00068.d10af636a6082d5172ceb34a944486e6,00068__salted__extended__cp200D__single.d10af636a6082d5172ceb34a944486e6,extended,200D,single,,,,"refinance, mortgage, refinance","re‍finance, mo‍rtgage, re‍finance"
00068.d10af636a6082d5172ceb34a944486e6,00068__salted__extended__cp00AD__single.d10af636a6082d5172ceb34a944486e6,extended,00AD,single,,,,"refinance, mortgage, refinance","re­finance, mo­rtgage, re­finance"
00069.066b1a012235d062a5da73eead4a6b35,00069__salted__extended__cp200B__single.066b1a012235d062a5da73eead4a6b35,extended,200B,single,,zzzz,zz​zz,"zzzz, Click, Click","zz​zz, Cl​ick, Cl​ick"
00069.066b1a012235d062a5da73eead4a6b35,00069__salted__extended__cp200C__single.066b1a012235d062a5da73eead4a6b35,extended,200C,single,,zzzz,zz‌zz,"zzzz, Click, Click","zz‌zz, Cl‌ick, Cl‌ick"
00069.066b1a012235d062a5da73eead4a6b35,00069__salted__extended__cp200D__single.066b1a012235d062a5da73eead4a6b35,extended,200D,single,,zzzz,zz‍zz,"zzzz, Click, Click","zz‍zz, Cl‍ick, Cl‍ick"
00069.066b1a012235d062a5da73eead4a6b35,00069__salted__extended__cp00AD__single.066b1a012235d062a5da73eead4a6b35,extended,00AD,single,,zzzz,zz­zz,"zzzz, Click, Click","zz­zz, Cl­ick, Cl­ick"
00072.d519a73b92f487519c2bc5ba45f5eb2c,00072__salted__extended__cp200B__single.d519a73b92f487519c2bc5ba45f5eb2c,extended,200B,single,,,,CLICK,CL​ICK
00072.d519a73b92f487519c2bc5ba45f5eb2c,00072__salted__extended__cp200C__single.d519a73b92f487519c2bc5ba45f5eb2c,extended,200C,single,,,,CLICK,CL‌ICK
00072.d519a73b92f487519c2bc5ba45f5eb2c,00072__salted__extended__cp200D__single.d519a73b92f487519c2bc5ba45f5eb2c,extended,200D,single,,,,CLICK,CL‍ICK
00072.d519a73b92f487519c2bc5ba45f5eb2c,00072__salted__extended__cp00AD__single.d519a73b92f487519c2bc5ba45f5eb2c,extended,00AD,single,,,,CLICK,CL­ICK
00072.eb147f0714c89bf35a0ab1852890555d,00072__salted__extended__cp200B__single.eb147f0714c89bf35a0ab1852890555d,extended,200B,single,,Loan,Lo​an,,
00072.eb147f0714c89bf35a0ab1852890555d,00072__salted__extended__cp200C__single.eb147f0714c89bf35a0ab1852890555d,extended,200C,single,,Loan,Lo‌an,,
00072.eb147f0714c89bf35a0ab1852890555d,00072__salted__extended__cp200D__single.eb147f0714c89bf35a0ab1852890555d,extended,200D,single,,Loan,Lo‍an,,
00072.eb147f0714c89bf35a0ab1852890555d,00072__salted__extended__cp00AD__single.eb147f0714c89bf35a0ab1852890555d,extended,00AD,single,,Loan,Lo­an,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__extended__cp200B__single.f7cfc6a5142e788004e0cff70e3a36c0,extended,200B,single,,VIAGRA,VI​AGRA,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__extended__cp200C__single.f7cfc6a5142e788004e0cff70e3a36c0,extended,200C,single,,VIAGRA,VI‌AGRA,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__extended__cp200D__single.f7cfc6a5142e788004e0cff70e3a36c0,extended,200D,single,,VIAGRA,VI‍AGRA,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__extended__cp00AD__single.f7cfc6a5142e788004e0cff70e3a36c0,extended,00AD,single,,VIAGRA,VI­AGRA,,
00076.066bf704d9c4a3cf45da5ac7a6b684f8,00076__salted__extended__cp200B__single.066bf704d9c4a3cf45da5ac7a6b684f8,extended,200B,single,,Tobacco,To​bacco,,
00076.066bf704d9c4a3cf45da5ac7a6b684f8,00076__salted__extended__cp200C__single.066bf704d9c4a3cf45da5ac7a6b684f8,extended,200C,single,,Tobacco,To‌bacco,,
00076.066bf704d9c4a3cf45da5ac7a6b684f8,00076__salted__extended__cp200D__single.066bf704d9c4a3cf45da5ac7a6b684f8,extended,200D,single,,Tobacco,To‍bacco,,
00076.066bf704d9c4a3cf45da5ac7a6b684f8,00076__salted__extended__cp00AD__single.066bf704d9c4a3cf45da5ac7a6b684f8,extended,00AD,single,,Tobacco,To­bacco,,
00077.c85b7442247d61308f15d86aa125ec28,00077__salted__extended__cp200B__single.c85b7442247d61308f15d86aa125ec28,extended,200B,single,,,,"LAGOS, NIGERIA, ATTN","LA​GOS, NI​GERIA, AT​TN"
00077.c85b7442247d61308f15d86aa125ec28,00077__salted__extended__cp200C__single.c85b7442247d61308f15d86aa125ec28,extended,200C,single,,,,"LAGOS, NIGERIA, ATTN","LA‌GOS, NI‌GERIA, AT‌TN"
00077.c85b7442247d61308f15d86aa125ec28,00077__salted__extended__cp200D__single.c85b7442247d61308f15d86aa125ec28,extended,200D,single,,,,"LAGOS, NIGERIA, ATTN","LA‍GOS, NI‍GERIA, AT‍TN"
00077.c85b7442247d61308f15d86aa125ec28,00077__salted__extended__cp00AD__single.c85b7442247d61308f15d86aa125ec28,extended,00AD,single,,,,"LAGOS, NIGERIA, ATTN","LA­GOS, NI­GERIA, AT­TN"
00080.5a7386cb47846dfef68429241ad80354,00080__salted__extended__cp200B__single.5a7386cb47846dfef68429241ad80354,extended,200B,single,,,,"receive, mailings, communication","re​ceive, ma​ilings, co​mmunication"
00080.5a7386cb47846dfef68429241ad80354,00080__salted__extended__cp200C__single.5a7386cb47846dfef68429241ad80354,extended,200C,single,,,,"receive, mailings, communication","re‌ceive, ma‌ilings, co‌mmunication"
00080.5a7386cb47846dfef68429241ad80354,00080__salted__extended__cp200D__single.5a7386cb47846dfef68429241ad80354,extended,200D,single,,,,"receive, mailings, communication","re‍ceive, ma‍ilings, co‍mmunication"
